Row,Col,X,Y,T_elevation
3,52,440004.709061058,3260406.2827981687,180
3,53,440034.709061058,3260406.2827981687,179
3,54,440064.709061058,3260406.2827981687,181
3,55,440094.709061058,3260406.2827981687,189
3,56,440124.709061058,3260406.2827981687,200
3,57,440154.709061058,3260406.2827981687,209
3,58,440184.709061058,3260406.2827981687,213
3,59,440214.709061058,3260406.2827981687,216
3,60,440244.709061058,3260406.2827981687,216
3,61,440274.709061058,3260406.2827981687,214
3,62,440304.709061058,3260406.2827981687,212
3,63,440334.709061058,3260406.2827981687,212
3,64,440364.709061058,3260406.2827981687,216
3,65,440394.709061058,3260406.2827981687,217
3,66,440424.709061058,3260406.2827981687,214
3,67,440454.709061058,3260406.2827981687,211
3,68,440484.709061058,3260406.2827981687,212
3,69,440514.709061058,3260406.2827981687,212
3,70,440544.709061058,3260406.2827981687,209
3,71,440574.709061058,3260406.2827981687,203
3,72,440604.709061058,3260406.2827981687,198
3,73,440634.709061058,3260406.2827981687,198
3,74,440664.709061058,3260406.2827981687,200
3,75,440694.709061058,3260406.2827981687,203
3,76,440724.709061058,3260406.2827981687,205
3,77,440754.709061058,3260406.2827981687,207
3,78,440784.709061058,3260406.2827981687,207
3,79,440814.709061058,3260406.2827981687,208
3,80,440844.709061058,3260406.2827981687,210
3,81,440874.709061058,3260406.2827981687,211
3,82,440904.709061058,3260406.2827981687,212
3,83,440934.709061058,3260406.2827981687,212
3,84,440964.709061058,3260406.2827981687,210
3,85,440994.709061058,3260406.2827981687,206
3,86,441024.709061058,3260406.2827981687,204
3,87,441054.709061058,3260406.2827981687,204
3,88,441084.709061058,3260406.2827981687,204
3,89,441114.709061058,3260406.2827981687,204
3,90,441144.709061058,3260406.2827981687,204
3,91,441174.709061058,3260406.2827981687,203
3,92,441204.709061058,3260406.2827981687,202
3,93,441234.709061058,3260406.2827981687,202
3,94,441264.709061058,3260406.2827981687,201
3,95,441294.709061058,3260406.2827981687,196
3,96,441324.709061058,3260406.2827981687,187
3,97,441354.709061058,3260406.2827981687,184
3,98,441384.709061058,3260406.2827981687,174
3,99,441414.709061058,3260406.2827981687,174
3,100,441444.709061058,3260406.2827981687,182
3,101,441474.709061058,3260406.2827981687,182
3,102,441504.709061058,3260406.2827981687,183
3,103,441534.709061058,3260406.2827981687,191
3,104,441564.709061058,3260406.2827981687,201
3,105,441594.709061058,3260406.2827981687,209
3,106,441624.709061058,3260406.2827981687,212
3,107,441654.709061058,3260406.2827981687,210
3,108,441684.709061058,3260406.2827981687,210
3,109,441714.709061058,3260406.2827981687,207
3,110,441744.709061058,3260406.2827981687,203
3,111,441774.709061058,3260406.2827981687,198
3,112,441804.709061058,3260406.2827981687,194
3,113,441834.709061058,3260406.2827981687,193
3,114,441864.709061058,3260406.2827981687,193
3,115,441894.709061058,3260406.2827981687,194
3,116,441924.709061058,3260406.2827981687,198
3,117,441954.709061058,3260406.2827981687,200
3,118,441984.709061058,3260406.2827981687,198
3,119,442014.709061058,3260406.2827981687,196
3,120,442044.709061058,3260406.2827981687,200
3,121,442074.709061058,3260406.2827981687,205
3,122,442104.709061058,3260406.2827981687,209
3,123,442134.709061058,3260406.2827981687,211
3,124,442164.709061058,3260406.2827981687,214
3,125,442194.709061058,3260406.2827981687,217
3,126,442224.709061058,3260406.2827981687,221
3,127,442254.709061058,3260406.2827981687,224
3,128,442284.709061058,3260406.2827981687,229
4,1,438474.709061058,3260376.2827981687,262
4,2,438504.709061058,3260376.2827981687,269
4,3,438534.709061058,3260376.2827981687,274
4,4,438564.709061058,3260376.2827981687,277
4,5,438594.709061058,3260376.2827981687,279
4,6,438624.709061058,3260376.2827981687,282
4,7,438654.709061058,3260376.2827981687,281
4,8,438684.709061058,3260376.2827981687,277
4,9,438714.709061058,3260376.2827981687,271
4,10,438744.709061058,3260376.2827981687,270
4,11,438774.709061058,3260376.2827981687,269
4,12,438804.709061058,3260376.2827981687,266
4,13,438834.709061058,3260376.2827981687,259
4,14,438864.709061058,3260376.2827981687,252
4,15,438894.709061058,3260376.2827981687,247
4,16,438924.709061058,3260376.2827981687,246
4,17,438954.709061058,3260376.2827981687,249
4,18,438984.709061058,3260376.2827981687,249
4,19,439014.709061058,3260376.2827981687,251
4,20,439044.709061058,3260376.2827981687,257
4,21,439074.709061058,3260376.2827981687,262
4,22,439104.709061058,3260376.2827981687,265
4,23,439134.709061058,3260376.2827981687,267
4,24,439164.709061058,3260376.2827981687,268
4,25,439194.709061058,3260376.2827981687,268
4,26,439224.709061058,3260376.2827981687,267
4,27,439254.709061058,3260376.2827981687,266
4,28,439284.709061058,3260376.2827981687,265
4,29,439314.709061058,3260376.2827981687,263
4,30,439344.709061058,3260376.2827981687,258
4,31,439374.709061058,3260376.2827981687,254
4,32,439404.709061058,3260376.2827981687,248
4,33,439434.709061058,3260376.2827981687,244
4,34,439464.709061058,3260376.2827981687,242
4,35,439494.709061058,3260376.2827981687,240
4,36,439524.709061058,3260376.2827981687,237
4,37,439554.709061058,3260376.2827981687,235
4,38,439584.709061058,3260376.2827981687,233
4,39,439614.709061058,3260376.2827981687,227
4,40,439644.709061058,3260376.2827981687,219
4,41,439674.709061058,3260376.2827981687,211
4,42,439704.709061058,3260376.2827981687,204
4,43,439734.709061058,3260376.2827981687,200
4,44,439764.709061058,3260376.2827981687,199
4,45,439794.709061058,3260376.2827981687,196
4,46,439824.709061058,3260376.2827981687,194
4,47,439854.709061058,3260376.2827981687,197
4,48,439884.709061058,3260376.2827981687,198
4,49,439914.709061058,3260376.2827981687,196
4,50,439944.709061058,3260376.2827981687,190
4,51,439974.709061058,3260376.2827981687,184
4,52,440004.709061058,3260376.2827981687,181
4,53,440034.709061058,3260376.2827981687,178
4,54,440064.709061058,3260376.2827981687,178
4,55,440094.709061058,3260376.2827981687,185
4,56,440124.709061058,3260376.2827981687,196
4,57,440154.709061058,3260376.2827981687,205
4,58,440184.709061058,3260376.2827981687,210
4,59,440214.709061058,3260376.2827981687,215
4,60,440244.709061058,3260376.2827981687,217
4,61,440274.709061058,3260376.2827981687,215
4,62,440304.709061058,3260376.2827981687,214
4,63,440334.709061058,3260376.2827981687,215
4,64,440364.709061058,3260376.2827981687,220
4,65,440394.709061058,3260376.2827981687,223
4,66,440424.709061058,3260376.2827981687,222
4,67,440454.709061058,3260376.2827981687,221
4,68,440484.709061058,3260376.2827981687,220
4,69,440514.709061058,3260376.2827981687,219
4,70,440544.709061058,3260376.2827981687,216
4,71,440574.709061058,3260376.2827981687,211
4,72,440604.709061058,3260376.2827981687,206
4,73,440634.709061058,3260376.2827981687,206
4,74,440664.709061058,3260376.2827981687,208
4,75,440694.709061058,3260376.2827981687,209
4,76,440724.709061058,3260376.2827981687,210
4,77,440754.709061058,3260376.2827981687,210
4,78,440784.709061058,3260376.2827981687,209
4,79,440814.709061058,3260376.2827981687,208
4,80,440844.709061058,3260376.2827981687,209
4,81,440874.709061058,3260376.2827981687,210
4,82,440904.709061058,3260376.2827981687,210
4,83,440934.709061058,3260376.2827981687,210
4,84,440964.709061058,3260376.2827981687,209
4,85,440994.709061058,3260376.2827981687,206
4,86,441024.709061058,3260376.2827981687,205
4,87,441054.709061058,3260376.2827981687,206
4,88,441084.709061058,3260376.2827981687,206
4,89,441114.709061058,3260376.2827981687,206
4,90,441144.709061058,3260376.2827981687,205
4,91,441174.709061058,3260376.2827981687,205
4,92,441204.709061058,3260376.2827981687,206
4,93,441234.709061058,3260376.2827981687,207
4,94,441264.709061058,3260376.2827981687,207
4,95,441294.709061058,3260376.2827981687,208
4,96,441324.709061058,3260376.2827981687,207
4,97,441354.709061058,3260376.2827981687,205
4,98,441384.709061058,3260376.2827981687,195
4,99,441414.709061058,3260376.2827981687,193
4,100,441444.709061058,3260376.2827981687,194
4,101,441474.709061058,3260376.2827981687,192
4,102,441504.709061058,3260376.2827981687,194
4,103,441534.709061058,3260376.2827981687,201
4,104,441564.709061058,3260376.2827981687,208
4,105,441594.709061058,3260376.2827981687,212
4,106,441624.709061058,3260376.2827981687,213
4,107,441654.709061058,3260376.2827981687,211
4,108,441684.709061058,3260376.2827981687,210
4,109,441714.709061058,3260376.2827981687,209
4,110,441744.709061058,3260376.2827981687,205
4,111,441774.709061058,3260376.2827981687,201
4,112,441804.709061058,3260376.2827981687,197
4,113,441834.709061058,3260376.2827981687,194
4,114,441864.709061058,3260376.2827981687,195
4,115,441894.709061058,3260376.2827981687,199
4,116,441924.709061058,3260376.2827981687,203
4,117,441954.709061058,3260376.2827981687,206
4,118,441984.709061058,3260376.2827981687,203
4,119,442014.709061058,3260376.2827981687,199
4,120,442044.709061058,3260376.2827981687,200
4,121,442074.709061058,3260376.2827981687,204
4,122,442104.709061058,3260376.2827981687,208
4,123,442134.709061058,3260376.2827981687,210
4,124,442164.709061058,3260376.2827981687,214
4,125,442194.709061058,3260376.2827981687,217
4,126,442224.709061058,3260376.2827981687,221
4,127,442254.709061058,3260376.2827981687,226
4,128,442284.709061058,3260376.2827981687,232
5,1,438474.709061058,3260346.2827981687,264
5,2,438504.709061058,3260346.2827981687,269
5,3,438534.709061058,3260346.2827981687,271
5,4,438564.709061058,3260346.2827981687,272
5,5,438594.709061058,3260346.2827981687,275
5,6,438624.709061058,3260346.2827981687,278
5,7,438654.709061058,3260346.2827981687,279
5,8,438684.709061058,3260346.2827981687,276
5,9,438714.709061058,3260346.2827981687,273
5,10,438744.709061058,3260346.2827981687,270
5,11,438774.709061058,3260346.2827981687,267
5,12,438804.709061058,3260346.2827981687,264
5,13,438834.709061058,3260346.2827981687,259
5,14,438864.709061058,3260346.2827981687,254
5,15,438894.709061058,3260346.2827981687,250
5,16,438924.709061058,3260346.2827981687,248
5,17,438954.709061058,3260346.2827981687,249
5,18,438984.709061058,3260346.2827981687,249
5,19,439014.709061058,3260346.2827981687,251
5,20,439044.709061058,3260346.2827981687,258
5,21,439074.709061058,3260346.2827981687,263
5,22,439104.709061058,3260346.2827981687,266
5,23,439134.709061058,3260346.2827981687,268
5,24,439164.709061058,3260346.2827981687,268
5,25,439194.709061058,3260346.2827981687,267
5,26,439224.709061058,3260346.2827981687,266
5,27,439254.709061058,3260346.2827981687,265
5,28,439284.709061058,3260346.2827981687,264
5,29,439314.709061058,3260346.2827981687,262
5,30,439344.709061058,3260346.2827981687,258
5,31,439374.709061058,3260346.2827981687,254
5,32,439404.709061058,3260346.2827981687,247
5,33,439434.709061058,3260346.2827981687,243
5,34,439464.709061058,3260346.2827981687,241
5,35,439494.709061058,3260346.2827981687,242
5,36,439524.709061058,3260346.2827981687,241
5,37,439554.709061058,3260346.2827981687,240
5,38,439584.709061058,3260346.2827981687,238
5,39,439614.709061058,3260346.2827981687,229
5,40,439644.709061058,3260346.2827981687,220
5,41,439674.709061058,3260346.2827981687,213
5,42,439704.709061058,3260346.2827981687,208
5,43,439734.709061058,3260346.2827981687,206
5,44,439764.709061058,3260346.2827981687,207
5,45,439794.709061058,3260346.2827981687,205
5,46,439824.709061058,3260346.2827981687,202
5,47,439854.709061058,3260346.2827981687,202
5,48,439884.709061058,3260346.2827981687,202
5,49,439914.709061058,3260346.2827981687,199
5,50,439944.709061058,3260346.2827981687,193
5,51,439974.709061058,3260346.2827981687,187
5,52,440004.709061058,3260346.2827981687,183
5,53,440034.709061058,3260346.2827981687,179
5,54,440064.709061058,3260346.2827981687,178
5,55,440094.709061058,3260346.2827981687,183
5,56,440124.709061058,3260346.2827981687,192
5,57,440154.709061058,3260346.2827981687,200
5,58,440184.709061058,3260346.2827981687,206
5,59,440214.709061058,3260346.2827981687,212
5,60,440244.709061058,3260346.2827981687,215
5,61,440274.709061058,3260346.2827981687,215
5,62,440304.709061058,3260346.2827981687,215
5,63,440334.709061058,3260346.2827981687,216
5,64,440364.709061058,3260346.2827981687,221
5,65,440394.709061058,3260346.2827981687,225
5,66,440424.709061058,3260346.2827981687,226
5,67,440454.709061058,3260346.2827981687,224
5,68,440484.709061058,3260346.2827981687,224
5,69,440514.709061058,3260346.2827981687,222
5,70,440544.709061058,3260346.2827981687,218
5,71,440574.709061058,3260346.2827981687,216
5,72,440604.709061058,3260346.2827981687,213
5,73,440634.709061058,3260346.2827981687,213
5,74,440664.709061058,3260346.2827981687,213
5,75,440694.709061058,3260346.2827981687,214
5,76,440724.709061058,3260346.2827981687,214
5,77,440754.709061058,3260346.2827981687,212
5,78,440784.709061058,3260346.2827981687,210
5,79,440814.709061058,3260346.2827981687,209
5,80,440844.709061058,3260346.2827981687,209
5,81,440874.709061058,3260346.2827981687,210
5,82,440904.709061058,3260346.2827981687,209
5,83,440934.709061058,3260346.2827981687,209
5,84,440964.709061058,3260346.2827981687,209
5,85,440994.709061058,3260346.2827981687,208
5,86,441024.709061058,3260346.2827981687,208
5,87,441054.709061058,3260346.2827981687,209
5,88,441084.709061058,3260346.2827981687,209
5,89,441114.709061058,3260346.2827981687,208
5,90,441144.709061058,3260346.2827981687,207
5,91,441174.709061058,3260346.2827981687,206
5,92,441204.709061058,3260346.2827981687,207
5,93,441234.709061058,3260346.2827981687,209
5,94,441264.709061058,3260346.2827981687,210
5,95,441294.709061058,3260346.2827981687,213
5,96,441324.709061058,3260346.2827981687,215
5,97,441354.709061058,3260346.2827981687,214
5,98,441384.709061058,3260346.2827981687,210
5,99,441414.709061058,3260346.2827981687,207
5,100,441444.709061058,3260346.2827981687,204
5,101,441474.709061058,3260346.2827981687,202
5,102,441504.709061058,3260346.2827981687,205
5,103,441534.709061058,3260346.2827981687,209
5,104,441564.709061058,3260346.2827981687,212
5,105,441594.709061058,3260346.2827981687,214
5,106,441624.709061058,3260346.2827981687,214
5,107,441654.709061058,3260346.2827981687,213
5,108,441684.709061058,3260346.2827981687,213
5,109,441714.709061058,3260346.2827981687,212
5,110,441744.709061058,3260346.2827981687,210
5,111,441774.709061058,3260346.2827981687,206
5,112,441804.709061058,3260346.2827981687,200
5,113,441834.709061058,3260346.2827981687,195
5,114,441864.709061058,3260346.2827981687,197
5,115,441894.709061058,3260346.2827981687,203
5,116,441924.709061058,3260346.2827981687,208
5,117,441954.709061058,3260346.2827981687,210
5,118,441984.709061058,3260346.2827981687,209
5,119,442014.709061058,3260346.2827981687,206
5,120,442044.709061058,3260346.2827981687,205
5,121,442074.709061058,3260346.2827981687,205
5,122,442104.709061058,3260346.2827981687,207
